Class,Red,Green,Blue
Soil,255,204,167
Soil,255,228,147
Soil,255,239,142
Soil,255,234,153
Soil,255,231,164
Soil,255,227,169
Soil,255,218,165
Soil,255,199,160
Soil,255,179,154
Soil,247,176,141
Soil,233,176,129
Soil,222,176,118
Soil,211,171,129
Soil,206,169,139
Soil,205,171,149
Soil,204,171,144
Soil,210,175,139
Soil,226,191,134
Soil,242,202,141
Soil,249,209,151
Soil,236,203,160
Soil,221,184,150
Soil,205,158,130
Soil,178,129,110
Soil,151,112,100
Soil,123,103,98
Soil,135,110,97
Soil,145,114,100
Soil,157,113,108
Soil,194,152,114
Soil,235,174,119
Soil,255,151,130
Soil,255,190,143
Soil,255,241,156
Soil,255,238,153
Soil,255,235,151
Soil,255,232,148
Soil,252,205,144
Soil,235,185,140
Soil,229,174,135
Soil,223,160,137
Soil,218,156,138
Soil,218,167,139
Soil,218,168,133
Soil,211,161,124
Soil,182,137,117
Soil,152,121,110
Soil,124,112,102
Soil,119,105,96
Soil,114,100,93
Soil,108,99,95
Soil,109,96,97
Soil,111,97,98
Soil,113,108,100
Soil,124,117,102
Soil,137,126,105
Soil,152,134,109
Soil,168,132,113
Soil,183,131,119
Soil,199,159,134
Soil,213,179,148
Soil,226,196,163
Soil,239,201,165
Soil,250,207,168
Soil,255,217,172
Soil,255,233,178
Soil,255,247,184
Soil,255,250,190
Soil,255,255,195
Soil,255,255,199
Soil,255,255,204
Soil,255,255,207
Soil,255,255,207
Soil,255,253,208
Soil,255,251,206
Soil,255,255,200
Soil,255,255,193
Soil,255,252,189
Soil,255,254,192
Soil,255,249,195
Soil,255,246,197
Soil,255,255,193
Soil,255,255,189
Soil,255,250,187
Soil,255,255,186
Soil,255,255,186
Soil,255,248,185
Soil,255,243,182
Soil,255,241,179
Soil,255,246,176
Soil,255,249,179
Soil,255,251,183
Soil,255,249,187
Soil,255,255,189
Soil,255,255,191
Soil,255,255,194
Soil,255,245,194
Soil,255,240,189
Soil,255,230,184
Soil,255,226,181
Soil,255,237,184
Soil,255,224,186
Soil,255,209,186
Soil,252,208,176
Soil,238,202,165
Soil,229,193,155
Soil,221,191,150
Soil,220,193,144
Soil,227,199,138
Soil,234,201,144
Soil,238,205,153
Soil,239,214,161
Soil,240,216,161
Soil,241,217,159
Soil,244,215,157
Soil,246,216,160
Soil,248,219,168
Soil,255,229,175
Soil,255,235,179
Soil,255,235,178
Soil,255,240,177
Soil,255,251,178
Soil,255,255,184
Soil,255,255,190
Soil,255,248,195
Soil,255,235,193
Soil,255,232,191
Soil,255,238,190
Soil,255,255,188
Soil,255,255,185
Soil,255,249,182
Soil,255,250,189
Soil,255,253,197
Soil,255,255,206
Soil,255,253,200
Soil,255,251,190
Soil,255,252,181
Soil,255,246,176
Soil,255,234,174
Soil,255,219,172
Soil,255,212,172
Soil,255,218,175
Soil,255,218,178
Soil,255,218,177
Soil,255,217,168
Soil,255,212,160
Soil,244,205,153
Soil,227,196,150
Soil,220,189,146
Soil,222,186,143
Soil,223,185,146
Soil,227,187,148
Soil,233,191,150
Soil,241,200,155
Soil,250,209,161
Soil,255,215,167
Soil,255,226,175
Soil,255,238,183
Soil,255,246,191
Soil,255,255,195
Soil,124,121,107
Soil,255,255,255
Soil,255,255,255
Soil,255,255,255
Soil,255,255,255
Soil,255,255,250
Soil,255,255,237
Soil,255,255,221
Soil,255,255,204
Soil,255,255,187
Soil,255,255,189
Soil,255,255,194
Soil,255,253,198
Soil,255,255,194
Soil,255,253,189
Soil,255,220,185
Soil,250,182,172
Soil,215,141,150
Soil,220,167,128
Soil,225,187,121
Soil,229,200,133
Soil,233,193,143
Soil,238,187,148
Soil,242,184,141
Soil,233,170,135
Soil,219,152,127
Soil,205,134,118
Soil,198,136,108
Soil,194,148,98
Soil,188,154,114
Soil,187,158,128
Soil,190,161,142
Soil,193,175,139
Soil,200,184,134
Soil,216,188,130
Soil,231,191,136
Soil,240,194,145
Soil,226,191,154
Soil,213,178,147
Soil,198,157,132
Soil,169,124,116
Soil,141,114,109
Soil,113,117,108
Soil,255,250,197
Soil,136,135,117
Soil,147,158,140
Soil,177,205,161
Soil,210,235,175
Soil,245,222,176
Soil,255,240,178
Soil,255,255,179
Soil,255,241,164
Soil,255,223,150
Soil,255,207,138
Soil,232,188,136
Soil,219,172,135
Soil,221,160,133
Soil,222,150,136
Soil,220,146,139
Soil,215,161,144
Soil,210,161,136
Soil,202,156,124
Soil,178,137,113
Soil,154,121,105
Soil,131,109,101
Soil,128,108,98
Soil,125,106,98
Soil,122,103,101
Soil,121,108,105
Soil,121,113,108
Soil,121,120,109
Soil,130,123,110
Soil,140,128,112
Soil,151,136,116
Soil,169,144,120
Soil,189,155,126
Soil,209,191,143
Soil,223,208,160
Soil,233,210,176
Soil,245,211,173
Soil,255,215,169
Soil,255,221,167
Soil,255,233,173
Soil,255,243,179
Soil,255,246,186
Soil,255,255,187
Soil,255,255,187
Soil,255,255,187
Soil,255,255,188
Soil,255,255,189
Soil,255,247,190
Soil,255,244,191
Soil,255,249,189
Soil,255,252,188
Soil,255,252,187
Soil,255,249,190
Soil,255,240,194
Soil,255,233,195
Soil,255,247,190
Soil,255,253,185
Soil,255,252,180
Soil,255,255,183
Soil,255,255,186
Soil,255,247,188
Soil,255,244,185
Soil,255,244,181
Soil,255,252,177
Soil,255,253,179
Soil,255,253,184
Soil,255,255,189
Soil,255,255,190
Soil,255,255,187
Soil,255,255,186
Soil,255,248,184
Soil,255,242,183
Soil,255,235,182
Soil,255,232,181
Soil,255,242,182
Soil,255,229,183
Soil,255,214,183
Soil,248,216,172
Soil,235,207,162
Soil,229,193,152
Soil,222,180,150
Soil,222,183,147
Soil,231,201,144
Soil,240,205,148
Soil,246,211,153
Soil,246,221,159
Soil,246,216,158
Soil,247,208,154
Soil,252,211,151
Soil,255,213,156
Soil,255,216,164
Soil,255,233,173
Soil,255,243,180
Soil,255,245,184
Soil,255,250,187
Soil,255,255,189
Soil,255,255,191
Soil,255,255,194
Soil,255,245,196
Soil,255,235,193
Soil,255,226,189
Soil,255,220,187
Soil,255,239,185
Soil,255,248,183
Soil,255,245,181
Soil,255,249,187
Soil,255,251,195
Soil,255,252,203
Soil,255,248,197
Soil,255,243,187
Soil,255,243,176
Soil,255,238,171
Soil,255,231,170
Soil,255,224,169
Soil,255,220,170
Soil,255,222,173
Soil,255,218,175
Soil,255,215,174
Soil,255,213,164
Soil,251,208,155
Soil,239,201,147
Soil,226,191,145
Soil,221,185,142
Soil,222,183,139
Soil,223,183,144
Soil,228,186,148
Soil,236,194,153
Soil,244,202,158
Soil,253,210,163
Soil,255,216,169
Soil,255,227,178
Soil,255,241,188
Soil,255,255,202
Soil,252,201,151
Soil,255,224,171
Soil,255,227,173
Soil,255,230,176
Soil,255,237,180
Soil,255,244,183
Soil,255,249,186
Soil,255,245,188
Soil,255,233,191
Soil,255,223,192
Soil,255,232,185
Soil,255,243,179
Soil,255,251,173
Soil,255,249,179
Soil,255,247,184
Soil,255,244,190
Soil,255,250,190
Soil,255,255,189
Soil,255,255,188
Soil,255,255,189
Soil,255,255,191
Soil,255,255,193
Soil,255,255,192
Soil,255,255,188
Soil,255,251,185
Soil,255,240,182
Soil,255,236,179
Soil,255,231,178
Soil,255,229,177
Soil,255,236,178
Soil,255,225,179
Soil,255,212,179
Soil,244,220,171
Soil,235,214,161
Soil,232,198,152
Soil,229,173,151
Soil,230,172,151
Soil,236,202,151
Soil,242,207,152
Soil,245,208,154
Soil,243,207,156
Soil,241,200,154
Soil,241,193,150
Soil,255,197,161
Soil,255,223,171
Soil,255,242,180
Soil,255,252,189
Soil,255,255,197
Soil,255,255,201
Soil,255,255,199
Soil,255,252,198
Soil,255,246,196
Soil,255,241,192
Soil,255,226,188
Soil,255,208,184
Soil,255,219,181
Soil,255,230,179
Soil,255,237,176
Soil,255,246,181
Soil,255,252,187
Soil,255,253,193
Soil,255,244,188
Soil,255,235,179
Soil,255,237,169
Soil,255,233,166
Soil,255,227,166
Soil,255,221,166
Soil,255,219,167
Soil,255,221,170
Soil,255,216,173
Soil,253,211,172
Soil,249,210,162
Soil,242,207,153
Soil,234,201,144
Soil,225,188,142
Soil,222,182,140
Soil,223,180,138
Soil,224,182,143
Soil,229,187,150
Soil,240,199,156
Soil,250,207,161
Soil,255,215,166
Soil,255,221,172
Soil,255,234,181
Soil,255,249,193
Soil,255,255,204
Soil,255,255,209
Soil,246,201,145
Rooftop,158,138,116
Rooftop,154,132,114
Rooftop,152,129,113
Rooftop,155,132,115
Rooftop,154,130,113
Rooftop,153,131,113
Rooftop,151,129,112
Rooftop,149,127,111
Rooftop,147,127,109
Rooftop,156,132,112
Rooftop,156,132,112
Rooftop,155,132,112
Rooftop,155,132,111
Rooftop,154,131,109
Rooftop,152,129,107
Rooftop,151,126,105
Rooftop,157,132,112
Rooftop,158,133,112
Rooftop,159,134,113
Rooftop,160,138,114
Rooftop,160,138,113
Rooftop,160,137,112
Rooftop,157,134,110
Rooftop,154,131,109
Rooftop,151,127,109
Rooftop,151,126,109
Rooftop,152,128,109
Rooftop,157,131,111
Rooftop,159,133,112
Rooftop,161,136,114
Rooftop,163,142,115
Rooftop,164,144,116
Rooftop,166,143,115
Rooftop,161,139,114
Rooftop,156,135,114
Rooftop,152,132,113
Rooftop,150,129,112
Rooftop,150,127,111
Rooftop,151,132,112
Rooftop,151,134,113
Rooftop,156,130,111
Rooftop,159,133,113
Rooftop,161,136,115
Rooftop,163,142,117
Rooftop,165,147,118
Rooftop,167,152,119
Rooftop,163,145,119
Rooftop,158,139,119
Rooftop,153,135,117
Rooftop,152,133,114
Rooftop,152,132,112
Rooftop,153,139,112
Rooftop,153,140,112
Rooftop,154,136,112
Rooftop,155,135,113
Rooftop,155,129,110
Rooftop,158,133,112
Rooftop,161,136,115
Rooftop,164,142,118
Rooftop,166,147,119
Rooftop,169,152,120
Rooftop,164,146,120
Rooftop,160,140,120
Rooftop,155,137,117
Rooftop,154,134,115
Rooftop,154,133,113
Rooftop,155,139,112
Rooftop,156,140,112
Rooftop,157,135,112
Rooftop,157,135,114
Rooftop,158,136,116
Rooftop,159,138,118
Rooftop,150,128,109
Rooftop,154,129,109
Rooftop,157,133,111
Rooftop,161,137,115
Rooftop,164,142,118
Rooftop,167,145,119
Rooftop,171,148,119
Rooftop,166,144,118
Rooftop,161,140,118
Rooftop,157,136,115
Rooftop,156,132,113
Rooftop,157,129,111
Rooftop,157,133,112
Rooftop,158,134,113
Rooftop,159,132,114
Rooftop,160,135,116
Rooftop,160,139,118
Rooftop,159,140,120
Rooftop,159,140,120
Rooftop,159,140,120
Rooftop,149,128,108
Rooftop,153,130,108
Rooftop,157,133,111
Rooftop,161,137,114
Rooftop,163,141,118
Rooftop,165,146,119
Rooftop,168,151,118
Rooftop,164,145,117
Rooftop,160,140,116
Rooftop,155,135,114
Rooftop,155,132,112
Rooftop,155,129,110
Rooftop,155,131,112
Rooftop,156,133,114
Rooftop,159,133,116
Rooftop,161,140,118
Rooftop,162,144,121
Rooftop,161,143,123
Rooftop,160,142,123
Rooftop,159,142,122
Rooftop,158,142,120
Rooftop,158,141,119
Rooftop,148,128,108
Rooftop,153,130,108
Rooftop,157,133,111
Rooftop,161,137,114
Rooftop,162,140,118
Rooftop,164,144,118
Rooftop,165,150,117
Rooftop,162,144,116
Rooftop,158,139,114
Rooftop,154,135,112
Rooftop,153,131,111
Rooftop,153,129,110
Rooftop,153,131,112
Rooftop,154,132,115
Rooftop,158,134,117
Rooftop,161,143,120
Rooftop,163,149,123
Rooftop,162,146,125
Rooftop,161,144,125
Rooftop,160,143,124
Rooftop,159,143,122
Rooftop,159,142,120
Rooftop,159,141,119
Rooftop,159,139,118
Rooftop,145,128,109
Rooftop,147,129,109
Rooftop,152,129,110
Rooftop,157,132,111
Rooftop,161,135,114
Rooftop,162,139,116
Rooftop,162,141,116
Rooftop,163,142,115
Rooftop,160,141,114
Rooftop,156,138,112
Rooftop,152,133,111
Rooftop,151,130,110
Rooftop,150,127,109
Rooftop,150,129,111
Rooftop,152,130,113
Rooftop,157,131,115
Rooftop,162,137,117
Rooftop,165,143,120
Rooftop,163,146,122
Rooftop,162,146,123
Rooftop,161,145,123
Rooftop,161,145,123
Rooftop,160,144,122
Rooftop,160,141,121
Rooftop,160,138,121
Rooftop,159,137,120
Rooftop,159,140,122
Rooftop,147,131,110
Rooftop,149,131,111
Rooftop,152,131,111
Rooftop,156,132,112
Rooftop,159,134,113
Rooftop,159,136,114
Rooftop,159,136,114
Rooftop,160,136,113
Rooftop,157,135,112
Rooftop,154,134,111
Rooftop,152,131,110
Rooftop,150,129,110
Rooftop,150,127,109
Rooftop,149,129,111
Rooftop,151,130,112
Rooftop,155,130,113
Rooftop,160,134,115
Rooftop,163,138,117
Rooftop,162,143,119
Rooftop,161,145,120
Rooftop,161,146,122
Rooftop,161,146,124
Rooftop,162,145,124
Rooftop,162,142,123
Rooftop,161,140,123
Rooftop,161,139,123
Rooftop,160,142,124
Rooftop,160,143,125
Rooftop,161,143,126
Rooftop,162,146,124
Rooftop,150,132,111
Rooftop,151,133,112
Rooftop,153,132,113
Rooftop,155,132,113
Rooftop,156,133,113
Rooftop,156,133,113
Rooftop,156,132,113
Rooftop,156,131,111
Rooftop,155,130,110
Rooftop,153,130,109
Rooftop,152,129,109
Rooftop,151,129,109
Rooftop,150,128,109
Rooftop,148,131,110
Rooftop,150,131,110
Rooftop,153,130,111
Rooftop,156,131,112
Rooftop,158,133,114
Rooftop,159,138,116
Rooftop,159,142,118
Rooftop,160,146,121
Rooftop,161,145,124
Rooftop,163,144,126
Rooftop,164,142,126
Rooftop,164,144,126
Rooftop,165,145,126
Rooftop,166,148,126
Rooftop,166,149,126
Rooftop,166,148,127
Rooftop,166,151,125
Rooftop,164,151,123
Rooftop,159,145,121
Rooftop,153,133,112
Rooftop,154,133,112
Rooftop,153,132,113
Rooftop,153,132,113
Rooftop,153,133,113
Rooftop,153,131,114
Rooftop,153,130,113
Rooftop,152,129,112
Rooftop,152,127,111
Rooftop,152,127,110
Rooftop,152,127,110
Rooftop,151,127,109
Rooftop,150,126,109
Rooftop,148,129,109
Rooftop,148,130,110
Rooftop,150,129,110
Rooftop,152,130,111
Rooftop,154,132,112
Rooftop,156,135,114
Rooftop,157,138,116
Rooftop,159,141,119
Rooftop,162,142,122
Rooftop,164,143,124
Rooftop,166,144,125
Rooftop,168,148,125
Rooftop,170,152,125
Rooftop,172,152,126
Rooftop,172,152,127
Rooftop,171,151,127
Rooftop,169,152,125
Rooftop,166,150,123
Rooftop,160,143,121
Rooftop,154,137,118
Rooftop,149,131,114
Rooftop,153,132,112
Rooftop,154,134,112
Rooftop,154,135,113
Rooftop,154,134,114
Rooftop,153,135,114
Rooftop,153,136,114
Rooftop,152,132,114
Rooftop,151,130,114
Rooftop,150,129,113
Rooftop,151,127,111
Rooftop,152,126,110
Rooftop,153,127,110
Rooftop,153,128,110
Rooftop,152,129,109
Rooftop,151,130,109
Rooftop,150,130,109
Rooftop,150,130,109
Rooftop,151,131,110
Rooftop,151,131,111
Rooftop,153,133,112
Rooftop,155,134,114
Rooftop,158,135,116
Rooftop,161,139,119
Rooftop,164,142,122
Rooftop,166,145,123
Rooftop,170,152,124
Rooftop,173,157,124
Rooftop,177,155,125
Rooftop,177,153,126
Rooftop,175,153,127
Rooftop,173,152,125
Rooftop,168,148,124
Rooftop,161,142,122
Rooftop,154,137,118
Rooftop,147,133,114
Rooftop,145,130,109
Rooftop,143,127,107
Rooftop,154,132,113
Rooftop,154,135,113
Rooftop,154,137,114
Rooftop,154,137,115
Rooftop,154,138,115
Rooftop,154,139,115
Rooftop,152,134,115
Rooftop,151,131,114
Rooftop,149,129,113
Rooftop,151,127,112
Rooftop,153,127,111
Rooftop,155,129,111
Rooftop,156,131,110
Rooftop,156,134,110
Rooftop,156,133,109
Rooftop,156,133,109
Rooftop,154,133,109
Rooftop,153,133,109
Rooftop,152,132,109
Rooftop,152,132,110
Rooftop,153,131,112
Rooftop,154,130,114
Rooftop,157,134,117
Rooftop,159,139,119
Rooftop,162,143,121
Rooftop,165,147,122
Rooftop,169,151,124
Rooftop,173,152,125
Rooftop,174,153,126
Rooftop,173,152,127
Rooftop,173,153,126
Rooftop,169,151,124
Rooftop,162,144,123
Rooftop,155,139,119
Rooftop,148,133,114
Rooftop,146,129,109
Rooftop,143,126,106
Rooftop,140,125,104
Rooftop,141,124,103
Rooftop,155,133,114
Rooftop,154,135,114
Rooftop,154,137,114
Rooftop,154,138,115
Rooftop,154,138,114
Rooftop,154,137,113
Rooftop,152,134,112
Rooftop,150,130,112
Rooftop,148,127,111
Rooftop,151,125,110
Rooftop,154,125,111
Rooftop,157,131,114
Rooftop,159,138,116
Rooftop,161,144,118
Rooftop,162,143,116
Rooftop,161,141,114
Rooftop,158,139,112
Rooftop,155,136,111
Rooftop,153,134,111
Rooftop,152,133,110
Rooftop,151,131,111
Rooftop,150,129,113
Rooftop,153,132,116
Rooftop,155,135,118
Rooftop,158,140,119
Rooftop,161,142,121
Rooftop,164,145,122
Rooftop,168,148,124
Rooftop,170,150,125
Rooftop,171,149,127
Rooftop,172,152,126
Rooftop,170,152,125
Rooftop,163,145,124
Rooftop,156,139,119
Rooftop,150,133,114
Rooftop,147,127,109
Rooftop,144,125,105
Rooftop,140,125,104
Rooftop,141,124,103
Rooftop,141,123,103
Rooftop,142,121,104
Rooftop,156,134,115
Rooftop,155,135,115
Rooftop,155,137,115
Rooftop,155,138,115
Rooftop,154,138,114
Rooftop,154,136,112
Rooftop,152,133,110
Rooftop,150,129,110
Rooftop,147,124,109
Rooftop,151,124,109
Rooftop,155,126,111
Rooftop,159,134,116
Rooftop,162,143,122
Rooftop,165,153,127
Rooftop,167,154,123
Rooftop,166,151,120
Rooftop,162,145,117
Rooftop,158,140,115
Rooftop,155,136,113
Rooftop,152,134,112
Rooftop,149,132,112
Rooftop,147,131,113
Rooftop,149,131,115
Rooftop,151,132,117
Rooftop,154,136,118
Rooftop,157,137,119
Rooftop,160,139,120
Rooftop,164,143,122
Rooftop,167,145,124
Rooftop,169,145,126
Rooftop,172,148,125
Rooftop,171,149,125
Rooftop,164,146,124
Rooftop,158,140,120
Rooftop,152,132,114
Rooftop,148,124,108
Rooftop,144,123,105
Rooftop,141,125,105
Rooftop,141,125,105
Rooftop,141,124,105
Rooftop,141,122,105
Rooftop,142,123,105
Rooftop,143,125,106
Rooftop,157,136,116
Rooftop,157,135,117
Rooftop,157,136,116
Rooftop,157,137,116
Rooftop,155,138,115
Rooftop,154,138,113
Rooftop,153,136,111
Rooftop,150,131,109
Rooftop,148,126,108
Rooftop,146,122,108
Rooftop,150,125,108
Rooftop,155,129,110
Rooftop,160,136,120
Rooftop,164,144,129
Rooftop,167,154,136
Rooftop,171,163,131
Rooftop,171,162,126
Rooftop,166,151,121
Rooftop,161,143,118
Rooftop,157,137,116
Rooftop,154,134,114
Rooftop,151,133,113
Rooftop,148,132,114
Rooftop,150,132,115
Rooftop,152,134,115
Rooftop,153,137,116
Rooftop,157,138,117
Rooftop,160,139,118
Rooftop,164,142,120
Rooftop,167,144,123
Rooftop,169,146,125
Rooftop,172,150,125
Rooftop,171,151,125
Rooftop,165,147,125
Rooftop,159,139,120
Rooftop,153,132,114
Rooftop,149,126,108
Rooftop,145,125,105
Rooftop,141,126,106
Rooftop,141,126,107
Rooftop,140,124,107
Rooftop,140,123,105
Rooftop,141,123,105
Rooftop,142,124,104
Rooftop,144,125,107
Rooftop,146,127,109
Rooftop,255,222,183
Rooftop,158,135,116
Rooftop,159,137,116
Rooftop,159,138,117
Rooftop,159,139,117
Rooftop,156,140,117
Rooftop,154,138,115
Rooftop,151,135,112
Rooftop,149,130,110
Rooftop,147,125,108
Rooftop,145,123,108
Rooftop,150,126,107
Rooftop,155,131,109
Rooftop,160,136,118
Rooftop,165,144,126
Rooftop,171,153,134
Rooftop,175,161,130
Rooftop,175,161,126
Rooftop,169,152,123
Rooftop,164,144,120
Rooftop,159,138,117
Rooftop,156,134,115
Rooftop,154,133,114
Rooftop,151,132,114
Rooftop,152,133,114
Rooftop,152,135,115
Rooftop,153,137,115
Rooftop,156,138,116
Rooftop,160,139,117
Rooftop,164,142,119
Rooftop,167,145,122
Rooftop,169,149,125
Rooftop,172,152,125
Rooftop,172,152,126
Rooftop,165,147,126
Rooftop,160,140,121
Rooftop,154,133,115
Rooftop,150,130,108
Rooftop,146,129,106
Rooftop,142,129,107
Rooftop,141,127,108
Rooftop,140,125,109
Rooftop,139,122,106
Rooftop,140,122,104
Rooftop,141,122,103
Rooftop,143,123,106
Rooftop,145,126,109
Rooftop,148,130,113
Rooftop,152,134,114
Rooftop,154,138,116
Rooftop,250,222,181
Rooftop,244,219,182
Rooftop,242,218,184
Rooftop,158,134,116
Rooftop,159,138,116
Rooftop,159,140,117
Rooftop,159,141,117
Rooftop,156,141,118
Rooftop,153,139,116
Rooftop,150,135,113
Rooftop,148,129,111
Rooftop,146,125,109
Rooftop,144,125,108
Rooftop,149,127,107
Rooftop,155,131,109
Rooftop,161,135,114
Rooftop,166,142,121
Rooftop,173,150,126
Rooftop,179,153,125
Rooftop,179,154,124
Rooftop,173,151,122
Rooftop,167,145,120
Rooftop,162,139,118
Rooftop,159,134,115
Rooftop,156,132,115
Rooftop,153,132,114
Rooftop,153,133,114
Rooftop,153,134,114
Rooftop,153,136,115
Rooftop,156,137,116
Rooftop,160,138,117
Rooftop,164,142,120
Rooftop,167,147,123
Rooftop,169,153,126
Rooftop,172,153,126
Rooftop,172,152,127
Rooftop,166,151,127
Rooftop,161,146,123
Rooftop,156,140,117
Rooftop,151,134,111
Rooftop,146,131,109
Rooftop,142,129,109
Rooftop,141,128,109
Rooftop,140,126,109
Rooftop,138,124,107
Rooftop,139,122,105
Rooftop,141,120,104
Rooftop,142,123,107
Rooftop,145,126,109
Rooftop,148,130,112
Rooftop,152,133,113
Rooftop,154,135,114
Rooftop,155,137,115
Rooftop,156,139,116
Rooftop,253,224,178
Rooftop,247,220,179
Rooftop,240,216,181
Rooftop,239,216,183
Rooftop,241,217,185
Rooftop,157,133,116
Rooftop,157,138,116
Rooftop,158,141,117
Rooftop,157,142,118
Rooftop,155,140,120
Rooftop,152,139,118
Rooftop,149,137,115
Rooftop,147,131,112
Rooftop,146,126,110
Rooftop,144,124,109
Rooftop,148,126,108
Rooftop,154,129,108
Rooftop,159,131,112
Rooftop,164,137,116
Rooftop,168,144,120
Rooftop,173,148,120
Rooftop,174,149,121
Rooftop,169,147,122
Rooftop,165,145,120
Rooftop,161,141,118
Rooftop,158,136,116
Rooftop,155,133,115
Rooftop,153,131,115
Rooftop,153,133,114
Rooftop,153,135,114
Rooftop,154,137,115
Rooftop,157,138,116
Rooftop,161,139,117
Rooftop,164,143,120
Rooftop,168,147,124
Rooftop,171,153,127
Rooftop,173,153,128
Rooftop,173,153,129
Rooftop,168,153,129
Rooftop,163,152,124
Rooftop,158,149,119
Rooftop,153,139,114
Rooftop,148,133,111
Rooftop,144,129,111
Rooftop,142,129,110
Rooftop,141,128,110
Rooftop,139,125,108
Rooftop,140,123,107
Rooftop,141,121,105
Rooftop,142,125,107
Rooftop,145,127,109
Rooftop,148,130,111
Rooftop,151,131,111
Rooftop,154,132,112
Rooftop,154,134,113
Rooftop,155,135,114
Rooftop,155,137,115
Rooftop,156,140,117
Rooftop,250,222,179
Rooftop,243,217,179
Rooftop,236,215,181
Rooftop,236,215,184
Rooftop,240,216,186
Rooftop,244,221,194
Rooftop,249,229,202
Rooftop,156,134,116
Rooftop,156,136,117
Rooftop,156,140,117
Rooftop,156,141,118
Rooftop,156,141,118
Rooftop,153,138,118
Rooftop,151,137,117
Rooftop,148,135,115
Rooftop,147,131,113
Rooftop,145,127,111
Rooftop,144,124,110
Rooftop,148,125,109
Rooftop,153,127,108
Rooftop,157,130,111
Rooftop,161,135,113
Rooftop,164,140,116
Rooftop,167,143,117
Rooftop,168,144,119
Rooftop,166,144,120
Rooftop,163,143,119
Rooftop,160,141,118
Rooftop,158,137,116
Rooftop,155,133,115
Rooftop,152,131,115
Rooftop,153,133,115
Rooftop,154,135,114
Rooftop,155,137,115
Rooftop,158,138,115
Rooftop,162,140,117
Rooftop,165,143,121
Rooftop,168,147,125
Rooftop,172,152,129
Rooftop,175,153,130
Rooftop,176,153,130
Rooftop,171,155,130
Rooftop,166,158,126
Rooftop,162,158,121
Rooftop,156,145,117
Rooftop,255,248,212
Rooftop,254,250,214
Rooftop,251,238,206
Rooftop,246,227,198
Rooftop,239,216,190
Rooftop,232,216,187
Rooftop,231,215,184
Rooftop,239,214,181
Rooftop,248,217,181
Rooftop,156,143,116
Rooftop,155,140,117
Rooftop,154,137,116
Rooftop,152,133,114
Rooftop,151,130,110
Rooftop,150,128,110
Rooftop,149,127,110
Rooftop,147,128,110
Rooftop,145,130,109
Rooftop,144,129,108
Rooftop,143,127,107
Rooftop,143,127,108
Rooftop,143,127,109
Rooftop,144,129,111
Rooftop,145,129,112
Rooftop,146,129,113
Rooftop,151,136,114
Rooftop,151,131,112
Rooftop,156,139,118
Rooftop,155,142,119
Rooftop,155,140,118
Rooftop,154,138,117
Rooftop,152,136,117
Rooftop,150,134,116
Rooftop,148,133,115
Rooftop,147,130,114
Rooftop,145,127,113
Rooftop,144,125,111
Rooftop,147,125,110
Rooftop,151,126,110
Rooftop,156,131,112
Rooftop,158,134,113
Rooftop,160,137,115
Rooftop,162,138,115
Rooftop,163,140,116
Rooftop,162,141,117
Rooftop,161,140,116
Rooftop,160,138,116
Rooftop,157,136,115
Rooftop,154,134,115
Rooftop,152,133,115
Rooftop,154,134,115
Rooftop,155,135,115
Rooftop,157,137,115
Rooftop,160,138,115
Rooftop,163,139,116
Rooftop,166,144,120
Rooftop,169,150,124
Rooftop,173,155,128
Rooftop,177,155,130
Rooftop,178,155,131
Rooftop,174,156,132
Rooftop,170,155,127
Rooftop,165,153,122
Rooftop,160,142,116
Rooftop,154,135,113
Rooftop,148,131,113
Rooftop,147,130,112
Rooftop,147,129,111
Rooftop,146,129,111
Rooftop,146,130,110
Rooftop,146,131,110
Rooftop,146,131,110
Rooftop,146,129,110
Rooftop,146,125,109
Rooftop,146,126,110
Rooftop,147,127,111
Rooftop,147,129,111
Rooftop,148,130,112
Rooftop,149,131,113
Rooftop,151,134,115
Rooftop,153,138,116
Rooftop,155,142,116
Rooftop,155,140,116
Rooftop,156,136,116
Rooftop,250,218,184
Rooftop,245,216,183
Rooftop,239,215,183
Rooftop,232,218,186
Rooftop,235,220,190
Rooftop,242,224,195
Rooftop,249,235,202
Rooftop,254,244,210
Rooftop,255,250,217
Rooftop,255,248,215
Rooftop,255,242,209
Rooftop,156,137,118
Rooftop,156,140,120
Rooftop,155,139,120
Rooftop,154,137,118
Rooftop,153,136,117
Rooftop,152,135,115
Rooftop,152,134,115
Rooftop,151,133,115
Rooftop,150,131,115
Rooftop,149,129,114
Rooftop,148,127,113
Rooftop,152,130,112
Rooftop,155,132,111
Rooftop,159,135,112
Rooftop,160,137,113
Rooftop,160,138,114
Rooftop,160,135,114
Rooftop,160,135,113
Rooftop,160,137,113
Rooftop,159,136,113
Rooftop,158,135,113
Rooftop,156,135,114
Rooftop,153,134,114
Rooftop,151,133,115
Rooftop,153,134,115
Rooftop,155,135,116
Rooftop,157,137,115
Rooftop,160,138,114
Rooftop,163,140,114
Rooftop,167,145,119
Rooftop,171,151,123
Rooftop,175,156,128
Rooftop,179,156,130
Rooftop,181,157,132
Rooftop,177,158,134
Rooftop,174,154,129
Rooftop,169,147,122
Rooftop,163,140,116
Rooftop,157,135,113
Rooftop,151,132,112
Rooftop,150,131,112
Rooftop,150,130,112
Rooftop,150,130,112
